Unnamed: 0,Linkedin_name,longitude,latitude,name,foundingYear,firm_type,sector,staffCount,staffCountRange,country,headquarter,orgtype,Biomass_degree_centrality,Biofuels_degree_centrality,Biogas_degree_centrality,Wind_degree_centrality,Offshore_Wind_degree_centrality,Solar_degree_centrality,Concentrated_Solar_degree_centrality,Waste_to_Heat_degree_centrality,Direct_Air_Capture_degree_centrality,Carbon_Capture_And_Storage_degree_centrality,Biochar_degree_centrality,Carbon_Direct_Removal_degree_centrality,BECCS_degree_centrality,Hydrogen_degree_centrality,Nuclear_Energy_degree_centrality,Nuclear_Fusion_degree_centrality,Hydro_Energy_degree_centrality,Geothermal_degree_centrality,Battery_degree_centrality,Electric_Vehicles_degree_centrality,Sustainable_Aviation_Fuels_degree_centrality,E_Fuels_degree_centrality,Marine_Energy_degree_centrality,Heat_Pumps_degree_centrality,Railway_degree_centrality,Electric_Shipping_degree_centrality,Electric_Aviation_degree_centrality,Fuel_Cell_Aviation_degree_centrality
4472,avnos-inc,34.0537,-118.243,"Avnos, Inc.",2021.0,Manufacturer,Direct Air Capture,30.0,"{'start': 11, 'end': 50}",US,1.0,Green industry,,,,,,,,,0.0352112676056338,0.000164907651715,0.0056994818652849,0.0193780982424515,,0.0015136920324755,0.0053372149442018,,,,0.0013400896184932,,,0.0007656967840735,,,,,,
4483,ampion-llc,42.3571,-71.0576,"Ampion, PBC.",2014.0,"Service Provider, Manufacturer","Software, Solar",95.0,"{'start': 51, 'end': 200}",US,1.0,Green industry,,,,,,0.0001890971959587,,,,,,,,,,,,,,3.53356890459364e-05,,,,,,,,
4491,sofar-ocean,37.7793,-122.419,Sofar Ocean,2016.0,"Manufacturer, Research Institute",Marine Energy,103.0,"{'start': 51, 'end': 200}",US,1.0,Research organizations,,,,0.0001652255328523,0.0002291738283488,5.4027770273920795e-05,,,,,,0.0018026137899954,,,,,,,,,,,0.0024995536511337,,,0.0010078613182826,,
4494,unigrid-inc,32.7174,-117.163,UNIGRID Battery,,Manufacturer,Battery,7.0,"{'start': 2, 'end': 10}",US,1.0,Green industry,,,,,,,,,,,,,,,,,,,0.0002512668034674,,,,,,,,,
4498,berkeleymarinerobotics,37.7401,-122.201,Berkeley Marine Robotics Inc.,2021.0,"Research Institute, Service Provider","Marine Energy, Other Sectors",1.0,"{'start': 2, 'end': 10}",US,1.0,Research organizations,,,,,,,,,,,,,,,,,,,,,,,0.0010712372790573,,,0.0012094335819391,,
4512,rove-charging,33.7596,-117.857,Rove,2021.0,Service Provider,"Electric Vehicles, Other Renewables",35.0,"{'start': 11, 'end': 50}",US,1.0,Green services,,,,,,2.7013885136960397e-05,,,,,,,,,,,,,4.187780057791365e-05,0.0002473498233215,,,,,,,,
4517,wastefuel-global,34.0537,-118.243,WasteFuel,,"Manufacturer, Service Provider","Biofuels, Shipping, Sustainable Aviation Fuels",15.0,"{'start': 11, 'end': 50}",US,1.0,Green industry,,0.0047477744807121,0.0004375091147732,,,,,,,,,,,0.0006421723774138,,,,,,0.0003180212014134,0.0039936102236421,0.0022970903522205,0.0001785395465095,,,,,
4526,thermo-king,44.8408,-93.2839,Thermo King,,Manufacturer,"Solar, Shipping, Other Transport",2383.0,{'start': 10001},US,1.0,Green industry,,0.000593471810089,,,,5.4027770273920795e-05,,,,,,,,,,,,,0.0002512668034674,0.0012014134275618,,,,0.0002960769800148,,0.000403144527313,,
4527,oceanexchange,26.1223,-80.1434,Ocean Exchange,2010.0,"Non Governmental Organization, Accelerator/Incubator","Marine Energy, Other Sectors",17.0,"{'start': 2, 'end': 10}",US,1.0,Incubators/Accelerators,,,,0.0006609021314093,,,,,,,,,,,,,,,,,,,0.0021424745581146,,,,,
4547,flower-turbines-llc,38.9719,-95.2359,FLOWER TURBINES Inc.,2013.0,Manufacturer,Wind,23.0,"{'start': 2, 'end': 10}",US,1.0,Green industry,0.0064073226544622,,,0.002092856749463,0.0001145869141744,0.0003241666216435,,,,,,,,4.5869455529562866e-05,,,0.0012144765606023,,0.0011725784161815,,,,,,0.0032738095238095,,,
4550,eisenmann-inc,34.8583,-82.2493,Eisenmann Inc.,,Manufacturer,"Biofuels, Biogas, Automotive, Other Sectors",289.0,"{'start': 501, 'end': 1000}",US,1.0,Other industry,,,0.0002916727431821,,,,,,,,,,,,,,,,,,,,,,,,,
4554,evoloh,37.3541,-121.955,EvolOH,2020.0,Manufacturer,Hydrogen,31.0,"{'start': 11, 'end': 50}",US,1.0,Green industry,,,,,,,,,,,,,,0.0008256501995321,,,,,,,,,,,,,,
4559,pepco,39.7837,-100.446,Pepco,,"Utility, Governmental Organization",Energy General,730.0,"{'start': 0, 'end': 1}",US,1.0,Governmental organizations,,,,,,0.000648333243287,,,,,,,,9.173891105912572e-05,,,,,0.000460655806357,0.0002120141342756,,,,,,,,
4575,idblab,38.8994,-77.0305,IDB Lab,,"International Organization, Other Financing Organization","Other Sectors

The description of IDB Lab does not specify involvement in any direct sector related to energy production or technology. Instead, it focuses on innovation and development finance that could span multiple sectors, including those not listed in the given categories. Since the text does not provide information about specific involvement in the listed energy or industry sectors, it is best classified under ""Other Sectors.""",136.0,"{'start': 51, 'end': 200}",US,1.0,Other Finance,0.0004576659038901,0.0003956478733926,,,,0.0005943054730131,,,,,,,,,,,,,4.187780057791365e-05,0.0012367491166077,,,,,,,,
4583,marmen-welcon,42.6512,-73.755,Marmen Welcon,2021.0,Manufacturer,Wind,1.0,"{'start': 501, 'end': 1000}",US,1.0,Green industry,,,,0.0001101503552348,0.0002291738283488,,,,,,,,,,,,,,,,,,,,,,,
4590,genzev,25.7742,-80.1936,GenZ EV Solutions,2022.0,Service Provider,Electric Vehicles,8.0,"{'start': 11, 'end': 50}",US,1.0,Green services,,,,,,,,,,,,,,,,,,,0.0001256334017337,0.0002826855123674,,,,,,,,
4595,capital-metro,30.2565,-97.7098,CapMetro,1985.0,"Governmental Organization, Service Provider","Railway, Other Transport",644.0,"{'start': 1001, 'end': 5000}",US,1.0,Governmental organizations,,,,5.507517761744782e-05,,2.7013885136960397e-05,,,,,,,,,,,,,4.187780057791365e-05,0.0006713780918727,,,,,,,,
4596,hough-capital,40.2273,-74.6532,Hough Capital,2019.0,Venture Capital,"Venture Capital, Clean & Renewable Energy, Transportation, Logistics, Oil & Gas, Real Estate",2.0,"{'start': 2, 'end': 10}",US,1.0,Venture Capital,,,,,,,,,,,,,,,,,,,,7.06713780918728e-05,,,,,,,,
4606,bureauofenergyresources,38.8936,-77.0177,U.S. Department of State - Bureau of Energy Resources,,Governmental Organization,"Energy General, Other Sectors",11.0,"{'start': 11, 'end': 50}",US,1.0,Governmental organizations,,,,0.0001652255328523,,0.0001080555405478,,,,0.000164907651715,,,,0.0003669556442365,,,0.0002428953121204,,0.0001256334017337,7.06713780918728e-05,0.0007987220447284,0.0011485451761102,,,,,,
4609,10593803,37.4337,-96.7699,Emrgy Inc.,2014.0,"Manufacturer, Service Provider",Hydro energy,25.0,"{'start': 11, 'end': 50}",US,1.0,Green industry,,,,,,,,,,,,,,,,,0.0009715812484819,,,,,,,,,,,
4612,intramotev,38.628,-90.191,Intramotev,2020.0,"Manufacturer, Service Provider","Railway, Battery, Other Transport",42.0,"{'start': 11, 'end': 50}",US,1.0,Green industry,,,,,,5.4027770273920795e-05,,,,0.0006596306068601,,,,,,,,,0.0002931446040453,0.0003533568904593,,,,,0.0029761904761904,,,
4614,powerhouse-energy-360,33.749,-84.3903,Powerhouse Energy 360,2020.0,Service Provider,Solar,3.0,"{'start': 11, 'end': 50}",US,1.0,Green services,,,,,,,,,,,,,,,,,,,,3.53356890459364e-05,,,,,,,,
4615,americraft-marine-group,29.6488,-81.6372,Americraft Marine Group,2022.0,Manufacturer,Shipping,3.0,"{'start': 2, 'end': 10}",US,1.0,Other industry,,,,0.0008812028418791,0.0018333906267904,,,,,,,,,,,,,,,,,,0.0001785395465095,,,0.0002015722636565,,
4627,naval-information-warfare-center-pacific,32.7174,-117.163,Naval Information Warfare Center Pacific,1940.0,"Governmental Organization, Research Institute","Military, Other ICT",1229.0,"{'start': 5001, 'end': 10000}",US,1.0,Governmental organizations,,,,,,,,,,,,,,0.0001376083665886,,,,,,,,,,,,,,
4635,copper-labs,40.015,-105.271,Copper Labs,2016.0,Service Provider,"Electricity-grid, Other ICT",19.0,"{'start': 11, 'end': 50}",US,1.0,Service sector,,,,,,2.7013885136960397e-05,,,,,,,,,,,,,,,,,,,,,,
4637,scvwater,34.4371,-118.518,Santa Clarita Valley Water Agency (SCV Water),2018.0,"Governmental Organization, Utility","Other Sectors

The Santa Clarita Valley Water Agency (SCV Water) primarily focuses on water supply, water quality, sustainability, water conservation, and groundwater management. Since this pertains to water utilities and services, which does not fit the specific categories of energy sectors provided in the classification list, it falls under ""Other Sectors."" It's important to note that this organization's activities are crucial for the overall sustainability of water resources, which indirectly supports the energy and environmental sectors, but that link is not sufficient to classify it under any of the provided energy and environmental categories.",98.0,"{'start': 201, 'end': 500}",US,1.0,Governmental organizations,,,,,,2.7013885136960397e-05,,,,,,,,,,,,,,,,,,,,,,
4645,crestwood-midstream-partners-lp,29.7549,-95.3674,Crestwood Midstream Partners LP,2010.0,Service Provider,"Gas, Oil, Other Sectors",678.0,"{'start': 501, 'end': 1000}",US,1.0,Service sector,,,,,,,,,,0.000164907651715,,,,,,,,,,,,,,,,,,
4651,solarworks-,37.3059,-107.866,SolarWorks!,2006.0,Service Provider,"Solar, Other Construction, Other Renewables",7.0,"{'start': 2, 'end': 10}",US,1.0,Green services,,,,,,0.0001890971959587,,,,,,,,,,,,,,,,,,,,,,
4660,holocene-climate,35.9604,-83.921,Holocene,2022.0,Service Provider,Direct Air Capture,18.0,"{'start': 11, 'end': 50}",US,1.0,Green services,,,,,,,,,0.0211267605633802,0.00032981530343,0.0015544041450777,0.0135196034249662,,,,,,,,,,,0.0007141581860382,,,,,
4665,southerndevall,30.2366,-93.3774,Southern Devall,1952.0,Service Provider,Shipping,80.0,"{'start': 501, 'end': 1000}",US,1.0,Service sector,,,,,,,,,,,,,,,,,,,,,,,0.0001785395465095,,,,,
4675,sargent-&-lundy,41.8756,-87.6244,Sargent & Lundy,1891.0,"Service Provider, Consulting","Wind, Solar, Carbon Capture and Storage, Hydrogen, Nuclear Energy, Gas, Oil, Energy General, Other Sectors",3601.0,"{'start': 1001, 'end': 5000}",US,1.0,Green services,,,,,,2.7013885136960397e-05,,,0.0114436619718309,0.0028034300791556,,,,0.0004586945552956,0.0145560407569141,,,,4.187780057791365e-05,0.0001060070671378,,,,,,,,
4677,bioferm-energy-systems,43.0619,-89.2975,BIOFerm,2007.0,"Manufacturer, Project Developer","Biogas, Solar",28.0,"{'start': 11, 'end': 50}",US,1.0,Green industry,,,0.000145836371591,,,,,,,,,,,,,,,,,,,,,,,,,
4678,terawatt-technology-inc,37.3541,-121.955,TeraWatt Technology Inc.,,Manufacturer,Battery,19.0,"{'start': 11, 'end': 50}",US,1.0,Green industry,,,,,,,,,,,,,,,,,,,0.0003350224046233,,,,,,,,,
4683,real-simple-energy,29.7322,-95.414,Real Simple Energy,2018.0,Service Provider,"Electricity-grid, Other Sectors",2.0,"{'start': 2, 'end': 10}",US,1.0,Service sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4688,cricket-valley-energy-center,39.1582,-75.5244,Cricket Valley Energy Center ,,Utility,"Gas, Electricity-grid",0.0,"{'start': 11, 'end': 50}",US,1.0,Oil and gas firms,,,,,,,,,,,,,,9.173891105912572e-05,,,,,,,,,,,,,,
4697,msi-utilities-inc,40.0742,-82.9708,"Msi Utilities, Inc",,Service Provider,Energy General,19.0,"{'start': 11, 'end': 50}",US,1.0,Service sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4698,obe-power,25.7742,-80.1936,OBE Power,2017.0,Service Provider,"Electric Vehicles, Software",6.0,"{'start': 2, 'end': 10}",US,1.0,Green services,,,,,,,,,,,,,,,,,,,,0.0001766784452296,,,,,,,,
4716,dimension-renewable-energy,33.8388,-84.3811,Dimension Renewable Energy ,2018.0,Project Developer,"Solar, Other Energy Storage",97.0,"{'start': 51, 'end': 200}",US,1.0,Green industry,,,,,,0.0003511805067804,,,,,,,,,,,,,8.37556011558273e-05,,,,,,,,,
4719,otherlab,37.7588,-122.412,Otherlab,2009.0,Research Institute,"Other Renewables, Robotics, Other Manufacturing",85.0,"{'start': 51, 'end': 200}",US,1.0,Research organizations,,,,0.0004406014209395,0.0009166953133952,,,,,,,,,,,,,,,,,,,,,,,
4722,emovis,40.7358,-73.5833,Emovis,1964.0,Service Provider,Other Transport,382.0,"{'start': 501, 'end': 1000}",US,1.0,Service sector,,,,,,,,,,,,,,,,,,,,0.0002120141342756,,,,,,,,
4724,the-clean-fight,40.7424,-73.9912,The Clean Fight,2020.0,Accelerator/Incubator,"Other Renewables, Energy General, Battery, Built Environment",20.0,"{'start': 11, 'end': 50}",US,1.0,Incubators/Accelerators,,,0.0014583637159107,,,8.104165541088119e-05,,,,0.00032981530343,,,,,,,,0.0002730748225013,0.0020938900288956,0.0001766784452296,,,,0.0068097705403404,,,,
4737,alphastruxure,42.3935,-71.0801,AlphaStruxure,2019.0,Service Provider,"Energy General, Other Energy Storage, Other Renewables",40.0,"{'start': 51, 'end': 200}",US,1.0,Green services,,,,,,0.0005672915878761,,0.0002603488674824,,,,,,0.0003669556442365,0.0014556040756914,,,,0.0005862892080907,0.000530035335689,,,,,,,,0.0003580379520229
4751,solea-energy,38.9743,-94.6852,Solea Energy,2014.0,Service Provider,Electricity-grid,46.0,"{'start': 51, 'end': 200}",US,1.0,Service sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4754,andretti-green-racing,39.7837,-100.446,Andretti Autosport..,,Other (Sports Team / Motorsports),Automotive,15.0,"{'start': 51, 'end': 200}",US,1.0,Other industry,,,0.0004375091147732,,,,,,,,,,,,,,,,,,,,,,,,,
4773,uh-energy,29.7184,-95.3371,UH Energy,,University,Energy General,3.0,{'start': 10001},US,1.0,Research organizations,,,,0.0005507517761744,0.001145869141744,,,,,,,0.0004506534474988,,0.0005045640108251,,,,,,,,,,,,,,
4779,amshore,32.7763,-96.7969,Amshore Renewable Energy,2002.0,Project Developer,"Wind, Solar",10.0,"{'start': 11, 'end': 50}",US,1.0,Green industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4786,pritzker-school-of-molecular-engineering,41.792,-87.6017,Pritzker School of Molecular Engineering at the University of Chicago,2011.0,University,"Other Energy Storage, Other Sectors",243.0,"{'start': 51, 'end': 200}",US,1.0,Research organizations,,,,,,0.0001080555405478,,,,0.0004947229551451,,,,,,,,,0.0002512668034674,,,,,,,,,
4796,czinger-vehicles,34.0537,-118.243,Czinger Vehicles,2019.0,Manufacturer,Automotive,155.0,"{'start': 51, 'end': 200}",US,1.0,Other industry,,,,,,,,,,,,,,,,,,,,3.53356890459364e-05,,,,,,,,
4798,estes-express-lines,39.7837,-100.446,Estes Express Lines,1931.0,Service Provider,Other Transport,5980.0,{'start': 10001},US,1.0,Service sector,,0.0001978239366963,0.000145836371591,,,2.7013885136960397e-05,,,,,,,,,,,,,,3.53356890459364e-05,,,,,,,,
4804,newjerseyresources,40.2124,-74.126,New Jersey Resources,1952.0,"Utility, Service Provider","Gas, Solar, Wind, Other Energy Services",479.0,"{'start': 1001, 'end': 5000}",US,1.0,Oil and gas firms,,,,,,0.0002161110810956,,,,,,,,,,,,,,,,,,,,,,
4810,dimo-network,40.6526,-73.9497,DIMO,2021.0,Service Provider,"Software, Other Transport",106.0,"{'start': 2, 'end': 10}",US,1.0,Service sector,,,,,,2.7013885136960397e-05,,,,,,,,,,,,,4.187780057791365e-05,,,,,,,,,
4816,lydian-labs-inc,42.3656,-71.104,Lydian,,"Manufacturer, Venture Capital","Chemical Industry, Carbon Offsets",30.0,"{'start': 11, 'end': 50}",US,1.0,Venture Capital,,,,,,,,,,0.0019788918205804,0.0062176165803108,0.0054078413699864,0.0223463687150838,,,,,,,,,,,,,,,
4845,hyskysociety,30.0685,-95.4481,HYSKY Society™,2022.0,Non Governmental Organization,"Hydrogen, Aviation",10.0,"{'start': 2, 'end': 10}",US,1.0,Other,,,,,,,,,,,,,,9.173891105912572e-05,,,,,,,,,,,,,,0.0007160759040458
4846,comstock-resources,33.1369,-96.8375,Comstock Resources,,Service Provider,"Oil, Gas",236.0,"{'start': 51, 'end': 200}",US,1.0,Service sector,,,,,,,,,,0.000164907651715,,,,,,,,,,,,,,,,,,
4858,singularity-energy,42.3554,-71.0605,Singularity Energy,2018.0,"Service Provider, Accelerator/Incubator",Electricity-grid,14.0,"{'start': 2, 'end': 10}",US,1.0,Incubators/Accelerators,,,,,,,,,,,,,,,,,,,0.0007119226098245,0.000530035335689,,,,,,,,
4859,watttime,37.8045,-122.271,WattTime.org,2014.0,"Non Governmental Organization, Research Institute","Software, Other ICT, Electric Vehicles, Electricity-grid, Other Energy Storage, Energy General",37.0,"{'start': 11, 'end': 50}",US,1.0,Research organizations,,,,0.0001101503552348,,0.0002161110810956,,,,,,0.0009013068949977,,,,,,,0.0011725784161815,0.0003180212014134,,,,0.0002960769800148,,,,
4860,ionworks-technologies,40.4417,-79.9901,Ionworks,2023.0,Service Provider,"Battery, Software",8.0,"{'start': 2, 'end': 10}",US,1.0,Green services,,,,,,,,,,,,,,,,,,,8.37556011558273e-05,,,,,,,,,
4873,wedriveu,37.7878,-122.399,WeDriveU,1988.0,Service Provider,"Automotive, Other Transport",575.0,"{'start': 5001, 'end': 10000}",US,1.0,Other industry,,,,,,,,,,,,,,,,,,,,0.0004946996466431,,,,,,,,
4874,velco,43.6602,-72.9927,Vermont Electric Power Company (VELCO),1956.0,Utility,"Electricity-grid, Hydro energy",191.0,"{'start': 51, 'end': 200}",US,1.0,Utilities,,,,0.0003304510657046,,0.0002971527365065,,,,,,,,,,,,,0.0002512668034674,,,,,,,,,
4876,roadzen,40.7127,-74.006,Roadzen,2015.0,Service Provider,"Other Sectors (Given the primary focus on insurance technology, the company does not fit into the energy or environment-related sectors specified, despite its links to the automotive industry.)",131.0,"{'start': 201, 'end': 500}",US,1.0,Service sector,,,,,,,,,,,,,,0.0001376083665886,,,,,,0.0001060070671378,,,,,,,,
4877,gocartken,37.8045,-122.271,Cartken,,"Manufacturer, Service Provider",Other Transport,53.0,"{'start': 11, 'end': 50}",US,1.0,Other industry,,,,,,,,,,,,,,,,,,,4.187780057791365e-05,3.53356890459364e-05,,,,,,,,
4901,inhand-networks,38.909,-77.4487,InHand Networks,2001.0,"Manufacturer, Service Provider","Electricity-grid, Electric Vehicles, Other ICT",73.0,"{'start': 201, 'end': 500}",US,1.0,Green industry,,,,,,0.0002431249662326,,,,,,,,,,,,,0.0003769002052012,0.0003180212014134,,,,,,,,
4938,transportation-shipping-logistics-at-amazon,47.6038,-122.33,"Transportation, Shipping, & Logistics at Amazon",,Service Provider,"Aviation, Railway, Shipping, Other Transport",0.0,{'start': 10001},US,1.0,Service sector,,,0.0004375091147732,,,,,,,,,,,9.173891105912572e-05,,,,,,7.06713780918728e-05,,,,,,,,
4941,growmark-inc.,40.4994,-88.959,"GROWMARK, Inc.",,Service Provider,"Agriculture, Energy General",1117.0,"{'start': 5001, 'end': 10000}",US,1.0,Service sector,,0.0001978239366963,,,,,,,,,0.0005181347150259,,,,,,,,,,,,,,,,,
4942,biomade,44.878,-93.2209,BioMADE,,"Non Governmental Organization, Research Institute",Other Sectors (assuming there is no specific indication of involvement in the mentioned energy or industrial sectors),95.0,"{'start': 51, 'end': 200}",US,1.0,Research organizations,,0.0003956478733926,,,,,,,,,0.0010362694300518,,,,,,,,,,,,,,,,,
4944,haven-energy,34.0537,-118.243,Haven Energy,,Service Provider,"Solar, Battery, Other Energy Storage, Electricity-grid",26.0,"{'start': 11, 'end': 50}",US,1.0,Green services,,,,,,5.4027770273920795e-05,,,,,,,,,,,,,0.0002512668034674,,,,,,,,,
4955,energixrenewables,38.895,-77.0716,Energix North America,,Project Developer,Solar,61.0,"{'start': 51, 'end': 200}",US,1.0,Green industry,,,,5.507517761744782e-05,,0.0002431249662326,,,,,,,,,,,,,,,,,,,,,,
4963,h2-industries-inc,40.713,-74.0132,H2-INDUSTRIES SE,2011.0,Manufacturer,"Hydrogen, Other Energy Storage",2.0,"{'start': 11, 'end': 50}",US,1.0,Green industry,,,,,,,,0.0005206977349648,,,,,,0.0003669556442365,,,,,4.187780057791365e-05,,,,,,,,,
4966,purdue-vtol,40.4309,-86.915,Vertical Flight Systems Purdue,2017.0,"University, Research Institute","Aviation, Electric Vehicles",22.0,"{'start': 11, 'end': 50}",US,1.0,Research organizations,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000460193281178,
4983,rondo-energy,37.8045,-122.271,Rondo Energy,,"Manufacturer, Service Provider","Other Energy Storage, Battery",137.0,"{'start': 51, 'end': 200}",US,1.0,Green industry,,0.0003956478733926,0.0005833454863642,0.0005507517761744,,0.0004322221621913,0.0010050251256281,0.0028638375423066,,0.000164907651715,,,,0.0001376083665886,,,,,0.0026383014364085,,,,,0.0057735011102886,,,,
4990,motehydrogen,34.0537,-118.243,Mote,2020.0,Manufacturer,"Biomass, Other Carbon Removal, Hydrogen",13.0,"{'start': 2, 'end': 10}",US,1.0,Green industry,0.0054919908466819,0.0003956478733926,,0.0006609021314093,,,,,,0.0019788918205804,0.0020725388601036,0.0072104551599819,0.0111731843575419,0.001880647676712,,,,,,,,,,,,,,
5007,noble-drilling-international-inc-,39.7837,-100.446,Noble Drilling International Inc.,,Service Provider,Oil,93.0,"{'start': 11, 'end': 50}",US,1.0,Service sector,,,,0.0010464283747315,,,,,,0.0031332453825857,,,,,,,,,,,,,,,,,,
5008,the-united-illuminating-company,39.7837,-100.446,United Illuminating,1899.0,Utility,Electricity-grid,445.0,"{'start': 501, 'end': 1000}",US,1.0,Utilities,,,,,,8.104165541088119e-05,,,,,,,,4.5869455529562866e-05,,,,,0.0002512668034674,0.0002826855123674,,,,,,,,
5010,renewable-properties,39.7837,-100.446,Renewable Properties,2017.0,"Project Developer, Other Financing Organization","Solar, Other Energy Storage",53.0,"{'start': 11, 'end': 50}",US,1.0,Other Finance,,,,,,0.0005132638176022,,,,,,,,,,,,,0.0001256334017337,,,,,,,,,
5018,african-mini-grids,37.7793,-122.419,African Mini Grids,2019.0,"Project Developer, Service Provider","Solar, Battery",3.0,"{'start': 2, 'end': 10}",US,1.0,Green industry,,,,,,0.0001080555405478,,,,,,,,,,,,,,,,,,,,,,
5022,adopt-a-charger,34.0537,-118.243,Adopt a Charger,2011.0,"Non Governmental Organization, Service Provider",Electric Vehicles,2.0,"{'start': 2, 'end': 10}",US,1.0,Green services,,,,,,,,,,,,,,,,,,,,0.0004240282685512,,,,,,,,
5031,skynano,35.8217,-84.048,SkyNano LLC,,Manufacturer,"Other Carbon Removal, Chemical Industry",10.0,"{'start': 2, 'end': 10}",US,1.0,Green industry,,,,,,,,,,0.0008245382585751,,0.0022532672374943,,,,,,,,,,,,,,,,
5034,noodoe,33.0125,-96.6805,Noodoe,,"Manufacturer, Service Provider",Electric Vehicles,85.0,"{'start': 51, 'end': 200}",US,1.0,Green industry,,,,,,,,,,,,,,,,,,,,0.0007773851590106,,,,,,,,
5051,starburst-ventures,34.0537,-118.243,Starburst Ventures,2021.0,Venture Capital,"Aviation, Military, Other ICT",2.0,"{'start': 2, 'end': 10}",US,1.0,Venture Capital,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009203865623561,0.0007160759040458
5052,rcam-technologies,33.7236,-118.274,RCAM Technologies,2017.0,"Manufacturer, Service Provider","Wind, Other Energy Storage, Marine Energy, Other Construction",19.0,"{'start': 11, 'end': 50}",US,1.0,Green industry,,,,0.003084209946577,0.0060731064512432,0.0003781943919174,,,,,,,,,,,0.0024289531212047,,0.0004187780057791,,,,0.0017853954650955,,,,,
5068,evpassport,34.0195,-118.491,EVPassport,2020.0,"Manufacturer, Service Provider",Electric Vehicles,76.0,"{'start': 51, 'end': 200}",US,1.0,Green industry,,,,,,,,,,,,,,,,,,,,0.0007067137809187,,,,,,,,
5080,sonoma-clean-power,38.4419,-122.711,Sonoma Clean Power,2013.0,"Governmental Organization, Utility","Other Renewables, Electricity-grid",38.0,"{'start': 11, 'end': 50}",US,1.0,Governmental organizations,,,,,,0.000675347128424,,,,,,,,,,,,0.000819224467504,0.0008375560115582,0.0001413427561837,,,,,,,,
5083,pull-systems,37.4443,-122.16,Pull Systems,2023.0,Service Provider,"Software, Other Transport",11.0,"{'start': 11, 'end': 50}",US,1.0,Service sector,,,,,,,,,,,,,,,,,,,4.187780057791365e-05,0.0001413427561837,,,,,,,,
5112,fossmaritime,47.5988,-122.335,Foss Maritime Company,1889.0,Service Provider,"Marine Energy, Other Transport, Other Construction",540.0,"{'start': 501, 'end': 1000}",US,1.0,Green services,,,,0.0013768794404361,0.00286467285436,,,,,,,,,,,,,,,,,,,,,0.0006047167909695,,
5115,ev-transportation-services-inc,42.3522,-71.0845,"ev Transportation Services, Inc.",2015.0,Manufacturer,Electric Vehicles,7.0,"{'start': 11, 'end': 50}",US,1.0,Green industry,,,,,,,,,,,,,,,,,,,4.187780057791365e-05,0.0002473498233215,,,,,,,,
5117,entra1,29.7589,-95.3677,ENTRA1,,Other Financing Organization,Energy General,2.0,"{'start': 11, 'end': 50}",US,1.0,Other Finance,,,,,,,,,,,,,,4.5869455529562866e-05,0.0014556040756914,,,,,,,,,,,,,
5121,gradient-comfort,37.7793,-122.419,Gradient,2017.0,Manufacturer,"Heat Pumps, Software, Other Construction",73.0,"{'start': 51, 'end': 200}",US,1.0,Green industry,,,,0.0003304510657046,0.0006875214850464,,,,,,,,,,,,,,,,,,,0.001480384900074,,,,
5123,modular-plant-solutions,29.5294,-95.201,Modular Plant Solutions,2016.0,Service Provider,"Oil, Chemical Industry",13.0,"{'start': 11, 'end': 50}",US,1.0,Service sector,,0.0003956478733926,,,,,,,,,,,,,,,,,,,,,,,,,,
5139,flypyka,37.7824,-122.303,Pyka,2017.0,Manufacturer,"Electric Vehicles, Sustainable Aviation Fuels, Agriculture",68.0,"{'start': 51, 'end': 200}",US,1.0,Green industry,,,,,,5.4027770273920795e-05,,,,,,,,,,,,,4.187780057791365e-05,,,,,,,,0.0110446387482742,0.0007160759040458
5148,ntua-navajo-tribal-utility-authoirity-,35.7445,-109.076,NTUA (Navajo Tribal Utility Authoirity),,"Utility, Governmental Organization","Electricity-grid, Solar",296.0,"{'start': 501, 'end': 1000}",US,1.0,Governmental organizations,,,,5.507517761744782e-05,,5.4027770273920795e-05,,,,,,,,,,,,,,,,,,,,,,
5151,autel-energy,40.7127,-74.006,Autel Energy,,"Manufacturer, Service Provider",Electric Vehicles,203.0,"{'start': 1001, 'end': 5000}",US,1.0,Green industry,,,,,,,,,,,,,,,,,,,4.187780057791365e-05,0.0021201413427561,,,,,,,,
5160,keystate-energy,40.9135,-77.7738,KeyState Energy,,Project Developer,"Carbon Capture and Storage, Hydrogen",2.0,"{'start': 2, 'end': 10}",US,1.0,Green industry,,,,,,,,,,0.0004947229551451,,,,0.0007797807440025,,,,,,,0.0005324813631522,,,,,,,
5164,calix,37.389,-121.936,Calix,1999.0,Service Provider,"Computer and Electronic Products, Software, Other ICT",2234.0,"{'start': 1001, 'end': 5000}",US,1.0,Service sector,,,,,,,,,,0.0013192612137203,,,,,,,,,,,,,,,,,,
5169,clean-vehicle-rebate-project,32.7174,-117.163,Clean Vehicle Rebate Project,2010.0,Governmental Organization,Electric Vehicles,0.0,"{'start': 51, 'end': 200}",US,1.0,Governmental organizations,,,,,,,,,,,,,,,,,,,,0.0001413427561837,,,,,,,,
