Unnamed: 0,Linkedin_name,longitude,latitude,name,foundingYear,firm_type,sector,staffCount,staffCountRange,country,headquarter,orgtype,Biomass_degree_centrality,Biofuels_degree_centrality,Biogas_degree_centrality,Wind_degree_centrality,Offshore_Wind_degree_centrality,Solar_degree_centrality,Concentrated_Solar_degree_centrality,Waste_to_Heat_degree_centrality,Direct_Air_Capture_degree_centrality,Carbon_Capture_And_Storage_degree_centrality,Biochar_degree_centrality,Carbon_Direct_Removal_degree_centrality,BECCS_degree_centrality,Hydrogen_degree_centrality,Nuclear_Energy_degree_centrality,Nuclear_Fusion_degree_centrality,Hydro_Energy_degree_centrality,Geothermal_degree_centrality,Battery_degree_centrality,Electric_Vehicles_degree_centrality,Sustainable_Aviation_Fuels_degree_centrality,E_Fuels_degree_centrality,Marine_Energy_degree_centrality,Heat_Pumps_degree_centrality,Railway_degree_centrality,Electric_Shipping_degree_centrality,Electric_Aviation_degree_centrality,Fuel_Cell_Aviation_degree_centrality
45817,cliffside-body-corp,40.8187,-74.0076,Cliffside Body Corp,,Manufacturer,Other Sectors,11.0,"{'start': 2, 'end': 10}",US,1.0,Other industry,,,,,,,,,,,,,,,,,,,,3.53356890459364e-05,,,,,,,,
45821,-home-apartments,44.9402,-93.1547,"At Home Apartments, LLC",1990.0,Service Provider,Built Environment,78.0,"{'start': 51, 'end': 200}",US,1.0,Service sector,,,,,,2.7013885136960397e-05,,,,,,,,,,,,,,,,,,,,,,
45823,mclane-company,31.1488,-97.3787,"McLane Company, Inc.",1894.0,Service Provider,Other Sectors,8551.0,{'start': 10001},US,1.0,Service sector,,,,,,,,,,,,,,,,,,,,0.0001413427561837,,,,,,,,
45843,red-hook-initiative,40.6768,-74.0045,Red Hook Initiative,2002.0,Non Governmental Organization,Other Sectors,133.0,"{'start': 51, 'end': 200}",US,1.0,Other,,,,5.507517761744782e-05,0.0001145869141744,,,,,,,,,,,,,,,,,,,,,,,
45855,new-england-battery-storage-llc,42.3515,-71.0688,"New England Battery Storage, LLC",2018.0,Project Developer,"Battery, Electricity-grid",2.0,"{'start': 2, 'end': 10}",US,1.0,Green industry,,,,,,2.7013885136960397e-05,,,,,,,,,,,,,4.187780057791365e-05,,,,,,,,,
45861,co-alliance,39.7753,-86.271,Co-Alliance Cooperative Inc.,,Service Provider,"Agriculture, Oil",295.0,"{'start': 501, 'end': 1000}",US,1.0,Service sector,,,,,,,,,,,,,,,,,,,,0.0001766784452296,,,,,,,,
45870,native-apublicbenefitcorporation-inc,44.4755,-73.2189,"Native, a Public Benefit Corporation",2000.0,Service Provider,Carbon Offsets,32.0,"{'start': 11, 'end': 50}",US,1.0,Green services,,,0.000145836371591,0.0002203007104697,,0.0001080555405478,,,,,,0.0009013068949977,,,,,0.0009715812484819,,,,,,,,,,,
45885,nikkiso-cryo-inc,36.2006,-115.122,NIKKISO CRYO INC,,Manufacturer,Other Manufacturing,94.0,"{'start': 51, 'end': 200}",US,1.0,Other industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45888,crestonepeakresources,39.7392,-104.985,Crestone Peak Resources,,Other,"Oil, Gas",34.0,"{'start': 51, 'end': 200}",US,1.0,Other,,,,,,,,,,0.0004947229551451,,,,,,,,,,,,,,,,,,
45890,masschallenge,42.3538,-71.0449,MassChallenge,2009.0,Accelerator/Incubator,Other Sectors,545.0,"{'start': 51, 'end': 200}",US,1.0,Incubators/Accelerators,,,,,,0.0004862499324652,,,,,,,,,,,,,0.0002093890028895,7.06713780918728e-05,,,,,,,,
45922,rfw-construction-group-llc,36.0346,-89.3857,"RFW Construction Group, LLC",2003.0,Service Provider,Other Construction,36.0,"{'start': 51, 'end': 200}",US,1.0,Service sector,,,0.0004375091147732,,,,,,,,,,,,,,,,,,,,,,,,,
45926,clean-earth-inc-,40.0908,-75.3832,Clean Earth,1990.0,Service Provider,"Other Carbon Removal, Waste Management",1516.0,"{'start': 1001, 'end': 5000}",US,1.0,Green services,,,,,,5.4027770273920795e-05,,,,,,,,,,,,,,,,,,,,,,
45929,codegreen-solutions,40.7127,-74.006,CodeGreen Sustainability,2006.0,Service Provider,"Built Environment, Energy General",58.0,"{'start': 51, 'end': 200}",US,1.0,Service sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45930,glelc,42.352,-83.0666,Great Lakes Environmental Law Center,,Non Governmental Organization,"Other Sectors

Note: While the Great Lakes Environmental Law Center engages in activities related to environmental law, which may include cases or advocacy involving renewable energy or fossil fuels, there is no indication that the organization operates within the energy sectors themselves. Therefore, it is classified under ""Other Sectors"" for law and advocacy.",9.0,"{'start': 2, 'end': 10}",US,1.0,Other,,,,,,0.0001890971959587,,,,,,,,,,,,,,,,,,,,,,
45931,cui-global-inc-,45.3747,-122.793,"CUI Global, Inc.",,"Manufacturer, Service Provider",Energy General,8.0,"{'start': 51, 'end': 200}",US,1.0,Other industry,,,0.000145836371591,,,,,,,,,,,,,,,,,,,,,,,,,
45936,dynacraft-a-paccar-company,33.2387,-96.6219,"Dynacraft, A PACCAR Company",,Manufacturer,Automotive,500.0,"{'start': 501, 'end': 1000}",US,1.0,Other industry,,,,,,,,,,,,,,,,,,,,0.0001060070671378,,,,,,,,
45939,vaulted-deep,29.7589,-95.3677,Vaulted Deep,2023.0,Service Provider,Other Carbon Removal,27.0,"{'start': 2, 'end': 10}",US,1.0,Green services,,,,,,,,,0.0105633802816901,,0.0005181347150259,0.0126182965299684,,0.0005504334663547,,,,,,,,,,,,,,
45952,ljungstrom,42.1303,-77.9169,LJUNGSTRÖM,1923.0,Manufacturer,"Other Renewables, Wind",199.0,"{'start': 1001, 'end': 5000}",US,1.0,Green industry,,,,0.0005507517761744,0.001145869141744,,,,,,,,,,,,,,,,,,,,,,,
45953,wginc,26.7154,-80.0533,WGI,1972.0,"Consulting, Service Provider","Other Construction, Other Transport",740.0,"{'start': 501, 'end': 1000}",US,1.0,Service sector,,,,,,,,,,,,,,,,,,,,0.0001413427561837,,,,,,,,
45959,redding-rancheria,40.5058,-122.38,Redding Rancheria,1987.0,Other (Indigenous/Tribal Organization),"Other Sectors

Note: The description of Redding Rancheria does not specify involvement in any particular sector related to energy or the provided list. The focus appears to be on tribal community development, health, and education. Therefore, it is categorized under ""Other Sectors"" as it does not fit into any specific sector provided.",103.0,"{'start': 201, 'end': 500}",US,1.0,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45985,advent-technologies-inc-,41.7642,-72.6567,Advent Technologies,2006.0,Manufacturer,Hydrogen,5.0,"{'start': 11, 'end': 50}",US,1.0,Green industry,,,,,,,,,,,,,,4.5869455529562866e-05,,,,,,,,0.0003828483920367,,,,,,
45989,natural-hydrogen-energy-ltd,39.7469,-104.991,NATURAL HYDROGEN ENERGY LLC,2012.0,"Research Institute, Service Provider",Hydrogen,2.0,"{'start': 2, 'end': 10}",US,1.0,Research organizations,,,,,,,,,,,,,,4.5869455529562866e-05,,,,,,,,,,,,,,
45993,radical-innovation-award,33.9212,-84.3594,Radical Innovation,,Accelerator/Incubator,Other Sectors,4.0,"{'start': 2, 'end': 10}",US,1.0,Incubators/Accelerators,,,,,,,,,,,,,,,,,,,0.0008375560115582,,,,,,,,,
45995,california-state-lands-commission,38.5624,-121.409,California State Lands Commission,1938.0,Governmental Organization,Other Sectors,216.0,"{'start': 201, 'end': 500}",US,1.0,Governmental organizations,,,,5.507517761744782e-05,0.0001145869141744,,,,,,,,,,,,,,,,,,,,,0.0002015722636565,,
46007,apsmartglobal,37.3229,-122.032,APsmart MLRSD,2018.0,Manufacturer,Other ICT,0.0,"{'start': 51, 'end': 200}",US,1.0,Other industry,,,,,,0.0002701388513696,,,,,,,,,,,,,,,,,,,,,,
46009,dude-solutions,35.7364,-78.7876,Dude Solutions,,Service Provider,Software,144.0,"{'start': 501, 'end': 1000}",US,1.0,Service sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46011,square-robot-company,42.3153,-71.5808,Square Robot Inc.,2016.0,Service Provider,"Other Sectors

The company does not specify a particular energy sector but is related to robotic inspection services in potentially various industries, including but not limited to the oil and gas industry. Since the sector is not explicitly mentioned beyond the hashtags hinting at a connection to oil and gas, the classification ""Other Sectors"" seems the most suitable, recognizing that they may indeed operate within the energy sector but are not specific about their focus within it.",58.0,"{'start': 51, 'end': 200}",US,1.0,Service sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46015,cls-sustainable-inc,32.8389,-97.2967,"CLS Sustainable, Inc.",,"Project Developer, Service Provider",Solar,6.0,"{'start': 11, 'end': 50}",US,1.0,Green industry,,,,,,2.7013885136960397e-05,,,,,,,,,,,,,,,,,,,,,,
46016,thayermahan-inc.,41.3387,-72.047,"ThayerMahan, Inc.",2016.0,Service Provider,"Marine Energy, Military",137.0,"{'start': 201, 'end': 500}",US,1.0,Green services,,,,0.0006058269537919,0.0012604560559184,,,,,,,,,,,,,,,,,,0.0003570790930191,,,,,
46017,tns,38.9462,-77.3134,Transaction Network Services,1990.0,Service Provider,Other ICT,1664.0,"{'start': 1001, 'end': 5000}",US,1.0,Service sector,,,,,,,,,,,,,,,,,,,,3.53356890459364e-05,,,,,,,,
46022,ronald-mcdonald-house-charities-of-austin-and-central-texas,30.3051,-97.7063,Ronald McDonald House Charities of Central Texas (RMHC CTX),1985.0,Non Governmental Organization,Other Sectors,36.0,"{'start': 11, 'end': 50}",US,1.0,Other,,,,,,2.7013885136960397e-05,,,,,,,,,,,,,,,,,,,,,,
46028,yamaha-motor-corporation-usa,33.8031,-118.019,"Yamaha Motor Corporation, USA",,Manufacturer,"Automotive, Marine Energy",3265.0,"{'start': 1001, 'end': 5000}",US,1.0,Other industry,,,,,,,,,,,,,,0.0006421723774138,,,,,,,,,,,,,,
46035,cato,37.4232,-121.895,Cato Digital,,Service Provider,Other ICT,31.0,"{'start': 11, 'end': 50}",US,1.0,Service sector,,,,,,,,,,,,,,4.5869455529562866e-05,,,,,,,,,,,,,,
46037,strategic-resources,47.7667,-122.187,Strategic Resources,1996.0,Service Provider,"Other Sectors

The organization ""Strategic Resources"" does not specifically indicate engagement in any of the sectors related to energy, environmental technology, or natural resources. As an executive search firm, their domain largely revolves around recruitment services across various industries. Therefore, the appropriate classification is ""Other Sectors,"" given that their focus does not align with any specific sector listed in the prompt.",38.0,"{'start': 2, 'end': 10}",US,1.0,Service sector,,,,,,,,,,,,,,4.5869455529562866e-05,,,,,,,,,,,,,,
46042,avports,38.9577,-77.448,Avports,1927.0,Service Provider,"Aviation, Electric Vehicles, Hydrogen",319.0,"{'start': 501, 'end': 1000}",US,1.0,Green services,,,,,,,,,,,,,,4.5869455529562866e-05,,,,,,3.53356890459364e-05,0.0002662406815761,,,,,,,0.0003580379520229
46044,earth-foundry-2023,41.9694,-87.6737,Earth Foundry,2012.0,"Accelerator/Incubator, Venture Capital","Other Sectors

The organization Earth Foundry seems to involve investment and startup incubation in the broader clean technology sector, but the specific sectors are not mentioned in detail. Therefore, the safest classification would be ""Other Sectors,"" as it encompasses activities like venture capital in the cleantech space. If there were direct references to specific energy or technology types, those sectors could be added to the classification.",14.0,"{'start': 2, 'end': 10}",US,1.0,Incubators/Accelerators,,,,,,0.0002971527365065,,,,,,,,,,,,,0.0012982118179153,0.0003886925795053,,,,,,,,
46046,lone-star-college-north-harris,30.0025,-95.3839,Lone Star College-North Harris,1973.0,University,Other Sectors,68.0,"{'start': 1001, 'end': 5000}",US,1.0,Research organizations,,,,,,,,,,,,,,,,,,,,0.0001413427561837,,,,,,,,
46052,four-seasons-sunrooms-and-windows,40.7769,-73.0697,Four Seasons Sunrooms and Windows,1975.0,Manufacturer,Other Construction,121.0,"{'start': 201, 'end': 500}",US,1.0,Other industry,,,,,,8.104165541088119e-05,,,,,,,,,,,,,,,,,,,,,,
46065,jackson-public-schools_2,42.2465,-84.4017,Jackson Public Schools,,"Other

Given the lack of context, it is difficult to categorically classify Jackson Public Schools. However, based on the typical role of public schools, it would likely fall under ""Other"" as an educational institution at the primary or secondary level, which is not covered by the categories provided. If more specific information about Jackson Public Schools' activities related to government, research, or service provisions were provided, the classification could be more precise.",Other Sectors,348.0,"{'start': 501, 'end': 1000}",US,1.0,Other,,,,,,,,,,,,,,,,,,,,0.0001413427561837,,,,,,,,
46067,solarkal,42.3817,-71.1028,SolarKal,2015.0,Service Provider,Solar,26.0,"{'start': 11, 'end': 50}",US,1.0,Green services,,,,,,8.104165541088119e-05,,,,,,,,,,,,,,,,,,,,,,
46076,west-aurora-school-district-129,41.7622,-88.3601,West Aurora School District 129,1865.0,Other (Educational Institution),Other Sectors,902.0,"{'start': 1001, 'end': 5000}",US,1.0,Other,,,,,,0.0001080555405478,,,,,,,,,,,,,,7.06713780918728e-05,,,,,,,,
46078,nelha,19.6419,-155.997,NELHA,1974.0,"Research Institute, Other","Other Renewables, Marine Energy",11.0,"{'start': 11, 'end': 50}",US,1.0,Research organizations,,,,,,8.104165541088119e-05,0.0010050251256281,,0.0026408450704225,0.000164907651715,,,,,,,,,8.37556011558273e-05,,,,0.0003570790930191,,,,,
46085,blue-sky-utility,38.1069,-122.566,BlueSky Utility - Powered by Nofar Energy,2009.0,"Project Developer, Service Provider","Solar, Other Energy Storage",26.0,"{'start': 51, 'end': 200}",US,1.0,Green industry,,,,,,0.0001080555405478,,,,,,,,,,,,,0.0001675112023116,,,,,,,,,
46090,csa-ocean-sciences-inc-,27.198,-80.2519,CSA Ocean Sciences Inc.,1970.0,Service Provider,Other Sectors,76.0,"{'start': 51, 'end': 200}",US,1.0,Service sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46091,rpm-warehouse,40.5182,-74.4114,RPM Group Inc.,,Service Provider,Other Sectors,53.0,"{'start': 201, 'end': 500}",US,1.0,Service sector,,,,,,0.0001080555405478,,,,,,,,,,,,,,,,,,,,,,
46093,city-of-starkville,33.4637,-88.8177,City of Starkville,1835.0,Governmental Organization,Other Sectors,84.0,"{'start': 201, 'end': 500}",US,1.0,Governmental organizations,,,,,,5.4027770273920795e-05,,,,,,,,,,,,,,,,,,,,,,
46102,maun-capital,33.6907,-117.92,Nexa Capital,2014.0,Other Financing Organization,Other Sectors,1.0,"{'start': 2, 'end': 10}",US,1.0,Other Finance,,,,,,,,,,,,,,4.5869455529562866e-05,,,,,,,,,,,,,,
46104,invest-in-bergen,42.6146,-76.6857,Invest in Bergen,2016.0,Other (Economic Development Agency),Other Sectors,4.0,"{'start': 2, 'end': 10}",US,1.0,Other,,,,,,,,,,0.0004947229551451,,,,0.0009173891105912,,,,,,,,,0.003570790930191,,,0.0048377343277565,,
46118,uchicago,41.7914,-87.6008,University of Chicago,,University,Other Sectors,16958.0,{'start': 10001},US,1.0,Research organizations,0.0004576659038901,0.0003956478733926,,,,5.4027770273920795e-05,,,,0.0004947229551451,,,,,,,,,8.37556011558273e-05,3.53356890459364e-05,,,,,,,,
46120,fairbanks-international-airport---fai,64.8176,-147.868,Fairbanks International Airport - FAI,,Other,Aviation,21.0,"{'start': 51, 'end': 200}",US,1.0,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0027611596870685,
46128,hilton-garden-inn,38.9245,-77.2101,Hilton Garden Inn,1996.0,Service Provider,Other Sectors,12313.0,{'start': 10001},US,1.0,Service sector,,,,,,,,,,,,,,,,,,,,0.001060070671378,,,,,,,,
46138,tale-venture-partners,33.9562,-118.353,Tale Venture Partners,2017.0,Venture Capital,"Software, Other Sectors",2.0,"{'start': 2, 'end': 10}",US,1.0,Venture Capital,,,,,,,,,,,,,,,,,,,,0.0002120141342756,,,,0.0013323464100666,,,,
46152,m-bar-c-construction,33.1058,-117.22,M Bar C Construction,1975.0,"Manufacturer, Service Provider",Solar,88.0,"{'start': 51, 'end': 200}",US,1.0,Green industry,,,,,,5.4027770273920795e-05,,,,,,,,,,,,,,,,,,,,,,
46156,antioch-university-new-england,42.933,-72.2937,Antioch University New England,1964.0,University,"Other Sectors (Education and Research in Environmental Studies, but no specific sector focus within the energy and resources categories provided)",307.0,"{'start': 51, 'end': 200}",US,1.0,Research organizations,,,,,,2.7013885136960397e-05,,,,,,,,,,,,,,,,,,,,,,
46158,public-spend-forum,38.895,-77.0365,Public Spend Forum,2015.0,Consulting,Other Sectors,15.0,"{'start': 11, 'end': 50}",US,1.0,Other,,,,,,,,,,,,,,,,,,,,0.0001060070671378,,,,,,,,
46162,centralpinesnc,35.9967,-78.9018,Central Pines Regional Council,1959.0,Governmental Organization,"Other Sectors

The Central Pines Regional Council (formerly known as Triangle J Council of Governments) does not specify a focus on any particular energy or industrial sector. Instead, its mission involves broader regional planning and governance issues like transportation, sustainable resources, affordable housing, and economic development. Since these activities cover a range of sectors and are not specific to the energy or environmental categories provided, it is most appropriate to classify the organization under ""Other Sectors.""",37.0,"{'start': 11, 'end': 50}",US,1.0,Governmental organizations,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46170,snohomish-county-wa,47.9778,-122.206,"Snohomish County, WA",1861.0,Governmental Organization,Other Sectors,1937.0,"{'start': 1001, 'end': 5000}",US,1.0,Governmental organizations,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007160759040458
46171,terumo-bct,39.7344,-105.127,Terumo Blood and Cell Technologies,1964.0,"Manufacturer, Service Provider",Other Sectors,3256.0,"{'start': 5001, 'end': 10000}",US,1.0,Other industry,,,,,,0.0001080555405478,,,,,,,,,,,,,,,,,,,,,,
46173,zedo,37.779,-122.42,ZEDO,1999.0,Service Provider,Other ICT,139.0,"{'start': 201, 'end': 500}",US,1.0,Service sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46195,medical-teams-international,45.4169,-122.754,Medical Teams International,1979.0,Non Governmental Organization,Other Sectors,1096.0,"{'start': 1001, 'end': 5000}",US,1.0,Other,,,,,,0.0001890971959587,,,,,,,,,,,,,0.0001675112023116,,,,,,,,,
46196,zeeland-public-schools,42.8197,-86.0237,ZEELAND PUBLIC SCHOOLS,,"Other (specifically an Educational Institution, which is not listed in the categories provided)",Other Sectors,418.0,"{'start': 501, 'end': 1000}",US,1.0,Other,,,,,,,,,,,,,,,,,,,,3.53356890459364e-05,,,,,,,,
46197,mcn-build,38.9057,-77.0573,MCN Build,,Service Provider,Other Construction,171.0,"{'start': 51, 'end': 200}",US,1.0,Service sector,,,,,,,,,,,,,,,,,,0.0010922992900054,,,,,,0.0005921539600296,,,,
46205,osl-concrete-inc,37.7892,-122.446,"OSL Concrete, Inc.",2015.0,Manufacturer,Other Construction,4.0,"{'start': 11, 'end': 50}",US,1.0,Other industry,,,,,,,,,,0.000164907651715,,,,,,,,,,,,,,,,,,
46218,duke-realty-corporation,39.826,-86.1858,Duke Realty Corporation,1972.0,Other (Commercial Real Estate),Other Sectors,419.0,"{'start': 201, 'end': 500}",US,1.0,Other,,,,,,0.0001620833108217,,,,,,,,,,,,,,,,,,,,,,
46231,jx-nippon-mining-metals-usa-inc,33.3059,-111.895,"JX Metals USA, Inc.",1990.0,Manufacturer,Computer and Electronic Products,86.0,"{'start': 51, 'end': 200}",US,1.0,Other industry,,,,,,,,,,,,,,,,,,,0.0005862892080907,,,,0.0005356186395286,,,,,
46234,hi-wire-brewing,35.5708,-82.5456,Hi-Wire Brewing,2013.0,Other (Brewery/Alcohol Manufacturer),Other Sectors,65.0,"{'start': 11, 'end': 50}",US,1.0,Other industry,,,,,,,,,,0.000164907651715,,,,,,,,,,,,,,,,,,
46236,seabulkgroup,26.0817,-80.1375,Seabulk,,Service Provider,Shipping,378.0,"{'start': 501, 'end': 1000}",US,1.0,Service sector,,,,,,,,,,,,,,,,,,,,,,,0.0003570790930191,,,0.0016125781092521,,
46238,eastern-lift-truck-company,39.9526,-74.9924,"Eastern Lift Truck Co., Inc.",1971.0,Service Provider,"Electric Vehicles, Other Transport, Hydrogen, Other Energy Storage",541.0,"{'start': 1001, 'end': 5000}",US,1.0,Green services,,,,,,,,,,,,,,,,,,,,3.53356890459364e-05,,,,,,,,
46239,casey-industrial,39.9651,-105.149,Casey Industrial,1947.0,Service Provider,Other Construction,336.0,"{'start': 501, 'end': 1000}",US,1.0,Service sector,,,,,,,,,,,,,,9.173891105912572e-05,,,,,,,,,,,,,,
46242,grain-processing-corporation,41.3988,-91.0633,Grain Processing Corporation,1927.0,Manufacturer,Other Sectors,398.0,"{'start': 1001, 'end': 5000}",US,1.0,Other industry,,,,,,8.104165541088119e-05,,,,,,,,,,,,,,,,,,,,,,
46256,miller-&-long-co--inc-,38.9804,-77.0918,"Miller & Long Co., Inc",1947.0,Service Provider,Other Construction,237.0,"{'start': 1001, 'end': 5000}",US,1.0,Service sector,,,,,,,,,,0.0009894459102902,,,,,,,,,,,,,,,,,,
46257,arizona-center-for-innovation,32.0921,-110.809,University of Arizona Center for Innovation,2003.0,"Accelerator/Incubator, University","Other Sectors

(This organization is involved in various sectors including technology, biotechnology, and education, but doesn't specify a particular energy or relevant sector from the provided list. It is best classified under Other Sectors as it serves general entrepreneurial and innovation purposes.)",14.0,"{'start': 2, 'end': 10}",US,1.0,Incubators/Accelerators,,,,,,0.0001350694256848,,,,,,,,,,,,0.0010922992900054,,,,,,,,,,
46258,antigo-public-library,45.1414,-89.1538,Antigo Public Library,1905.0,Other,Other Sectors,5.0,"{'start': 11, 'end': 50}",US,1.0,Other,,,,,,8.104165541088119e-05,,,,,,,,,,,,,,,,,,,,,,
46259,agave-partners,37.3828,-121.89,Agave Partners,,"Consulting, Venture Capital",Other Sectors,3.0,"{'start': 2, 'end': 10}",US,1.0,Venture Capital,,,,,,,,,,,,,,,,,,,0.0006700448092466,,,,,,,,,
46260,hypercraftusa,40.217,-111.664,Hypercraft®,2019.0,Manufacturer,"Electric Vehicles, Battery",47.0,"{'start': 51, 'end': 200}",US,1.0,Green industry,,,,,,,,,,,,,,,,,,,,3.53356890459364e-05,,,,,,,,
46266,koch-modular,40.9453,-74.0736,Koch Modular,1993.0,Manufacturer,"Chemical Industry, Biofuels, Other Carbon Removal",114.0,"{'start': 51, 'end': 200}",US,1.0,Green industry,,0.001186943620178,,,,,,,,0.0008245382585751,,,,,,,,,4.187780057791365e-05,3.53356890459364e-05,,,,,,,,
46267,benorelogistics,41.7941,-83.4911,"Benore Logistic Systems, Inc.",1994.0,Service Provider,Other Transport,490.0,"{'start': 1001, 'end': 5000}",US,1.0,Service sector,,,,,,,,,,,,,,,,,,,,3.53356890459364e-05,,,,,,,,
46272,hesse-mechatronics-usa,33.7083,-117.806,"Hesse Mechatronics, Inc.",,Manufacturer,Computer and Electronic Products,23.0,"{'start': 11, 'end': 50}",US,1.0,Other industry,,,,,,,,,,,,,,,,,,,8.37556011558273e-05,,,,,,,,,
46277,zenvirotech,42.0729,-88.1974,Zenviro Tech,2020.0,"Service Provider, Manufacturer","Biogas, Other Sectors",18.0,"{'start': 11, 'end': 50}",US,1.0,Green industry,,,0.0008750182295464,,,,,,,,,,,,,,,,,,,,,,,,,
46281,thompson-s-point,43.6516,-70.292,Thompson's Point,,Real Estate Developer (Other),Other Sectors,9.0,"{'start': 11, 'end': 50}",US,1.0,Other,,,,,,8.104165541088119e-05,,,,,,,,,,,,,,,,,,,,,,
46283,baker-school-utk,35.9563,-83.9328,Howard H. Baker Jr. School of Public Policy and Public Affairs,2003.0,University,Other Sectors,60.0,"{'start': 11, 'end': 50}",US,1.0,Research organizations,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46286,tlg-aerospace-llc,47.6038,-122.33,TLG Aerospace,2008.0,Service Provider,"Aviation, Aerospace Engineering, Military (due to Military Aircraft reference), Other Transport (due to General Aviation, Business, and Commuter Aircraft), Software (CFD software is implied)

It's important to clarify that some of the sectors like ""Aerospace Engineering"" are not listed explicitly in the provided sectors, but since TLG Aerospace provides engineering services to the aviation industry, which includes both military and commercial sectors, as well as space launch vehicles, it is most appropriate to classify them under Aviation, Military, and Other Transport, with an additional mention of Software due to the use of computational fluid dynamics (CFD) tools.",63.0,"{'start': 51, 'end': 200}",US,1.0,Service sector,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000460193281178,
46292,kddi,40.6058,-74.1764,"KDDI America, Inc.",1989.0,Service Provider,Other ICT,588.0,"{'start': 201, 'end': 500}",US,1.0,Service sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46293,broome-county-government,42.0966,-75.9108,Broome County Government,1806.0,Governmental Organization,Other Sectors,247.0,"{'start': 1001, 'end': 5000}",US,1.0,Governmental organizations,,,,,,,,,,,,,,,,,,,0.0006700448092466,3.53356890459364e-05,,,,,,,,
46294,today's-power-inc.,34.744,-92.18,"Today's Power, Inc.",2014.0,"Service Provider, Manufacturer","Solar, Battery, Electric Vehicles",24.0,"{'start': 11, 'end': 50}",US,1.0,Green industry,,,,,,0.0001890971959587,,,,,,,,,,,,,8.37556011558273e-05,,,,,,,,,
46296,wattb,40.7351,-73.9881,WattBuy,2017.0,Service Provider,"Electricity-grid, Other Energy Storage, Software",21.0,"{'start': 11, 'end': 50}",US,1.0,Green services,,,,,,0.0001080555405478,,,,,,,,,,,,,,7.06713780918728e-05,,,,,,,,
46303,lyon-shipyard-inc,36.842,-76.2714,"Lyon Shipyard, Inc.",1928.0,Service Provider,Shipping,118.0,"{'start': 201, 'end': 500}",US,1.0,Service sector,,,,5.507517761744782e-05,0.0001145869141744,,,,,,,,,,,,,,,,,,,,,,,
46311,sharing-the-power-foundation,38.898,-77.0294,Sharing the Power Foundation,2022.0,Non Governmental Organization,Other Sectors,7.0,"{'start': 2, 'end': 10}",US,1.0,Other,,,,,,8.104165541088119e-05,,,,,,,,,,,,,,,,,,,,,,
46312,green-clean-solarllc,33.9528,-84.5496,Green Clean Solar LLC,2022.0,Service Provider,"Solar, Other Renewables",10.0,"{'start': 2, 'end': 10}",US,1.0,Green services,,,,0.0006058269537919,,0.0003241666216435,,,,,,,,,,,,,0.000460655806357,,,,,,,,,
46315,k2systemsusmx,33.2147,-117.265,K2 Systems US & MX,2012.0,Manufacturer,Solar,69.0,"{'start': 51, 'end': 200}",US,1.0,Green industry,,,,,,0.0003781943919174,,,,,,,,,,,,,0.0002093890028895,0.0001766784452296,,,,,,,,
46316,republic-airways,39.9166,-86.2205,Republic Airways,1974.0,Service Provider,Aviation,3711.0,"{'start': 5001, 'end': 10000}",US,1.0,Service sector,,,,,,,,,,,,,,,,,,,,,0.0002662406815761,,,,,,0.0078232857800276,0.0003580379520229
46326,partnersinhealth,42.3472,-71.0825,Partners In Health,1987.0,Non Governmental Organization,Other Sectors,1595.0,{'start': 10001},US,1.0,Other,,,,,,0.0002161110810956,,,,,,,,,,,,,,,,,,,,,,
46328,cityofrefugebaltimore,39.2378,-76.5995,City of Refuge Baltimore,2018.0,Non Governmental Organization,Other Sectors,10.0,"{'start': 11, 'end': 50}",US,1.0,Other,,,,,,0.0001350694256848,,,,,,,,,,,,,0.0002093890028895,,,,,,,,,
46344,electric-gt,33.7321,-118.033,TREMEC Electric GT,2014.0,Manufacturer,"Electric Vehicles, Battery, Other Manufacturing

This organization focuses on providing electric vehicle powertrain systems, battery solutions, and EV conversion systems. They are also involved in the manufacturing of components related to EVs. Their involvement with battery systems and EV engineering indicates their specialization in both electric vehicles and battery technology, and they engage in manufacturing these components, classifying them under ""Other Manufacturing.""",12.0,"{'start': 1001, 'end': 5000}",US,1.0,Green industry,,,,,,,,,,,,,,,,,,,,7.06713780918728e-05,,,,,,,,
46345,dt-global,38.8943,-77.0745,DT Global,2019.0,"Non Governmental Organization, Consulting",Other Sectors,1714.0,"{'start': 1001, 'end': 5000}",US,1.0,Other,,,,,,2.7013885136960397e-05,,,,,,,,,,,,,,,,,,,,,,
